PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,G01,G02,G02A,G02B,G28,G29,G30,G31,G32,G33,G34,G35A,G35B,G36A,G36B,G37A,G37B,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G48_AREA_OTHER,G49_SQUARE,G49_L,G49_W,G49_CERCLE,G50,G51,G52,G53,G54,G54_OTHER,G55_1,G55_2,G55_3,G55_4,G55_5,G55_6,G55_7,G55_8,G55_9,G55_10,G55_OTHER
Southern Province,Nyamagabe,113,Rural,13,Refugee HH,,,03,60,Yes,,,,,,,,,Yes,Never,Yes,Always,No,,Don't know,Agree,Don't know,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Yes,Yes,Roughly square,,3,,,,Flat,4,1,Yes,Price,,Yes,,,,,,,,,, 
Southern Province,Nyamagabe,113,Rural,14,Refugee HH,,,02,180,No,,,,,,,,,Yes,Always,Yes,Always,No,,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,2,1,Yes,Price,,,Yes,,,,,,,,, 
Southern Province,Nyamagabe,113,Rural,15,Refugee HH,,,02,60,No,,,,,,,,,Yes,About half the time,Yes,Always,No,,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,2,1,Yes,Price,,Yes,,,,,,,,,, 
Southern Province,Nyamagabe,113,Rural,16,Refugee HH,,,01,130,Yes,,,,,,,,,No,,No,,No,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,No,,,,,,,,,,,,Price,,Yes,,,,,,,,,, 
Southern Province,Nyamagabe,113,Rural,17,Refugee HH,,,01,120,Yes,,,,,,,,,No,,No,,No,,Agree,Agree,Strongly Agree,No Opinion,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No,,,,,,,,,,,,Price,,Yes,,,,,,,,,, 
Southern Province,Nyamagabe,113,Rural,18,Refugee HH,,,01,120,Yes,,,,,,,,,No,,No,,No,,Agree,Disagree,Disagree,Agree,Don't know,Strongly Agree,Agree,Don't know,No,,,,,,,,,,,,Price,,Yes,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,1,Ordinary HH,277.370968,262.3242607297785,01,30,No,,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,No,Roughly rectangular,,,4,3,,Flat,3,1,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,2,Ordinary HH,277.370968,262.3242607297785,01,60,No,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Agree,Agree,Agree,Disagree,Disagree,Don't know,Yes,No,Roughly square,,2,,,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,3,Ordinary HH,277.370968,262.3242607297785,03,30,No,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No,Roughly rectangular,,,5,3,,Flat,3,2,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,4,Ordinary HH,277.370968,262.3242607297785,01,90,No,,,,,,,,,Yes,Never,Yes,About half the time,No,,No Opinion,Strongly Agree,No Opinion,Agree,Strongly Agree,No Opinion,Strongly Disagree,No Opinion,Yes,No,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,5,Ordinary HH,277.370968,262.3242607297785,02,120,No,,,,,,,,,Yes,About half the time,Yes,About half the time,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,3,3,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,6,Ordinary HH,277.370968,262.3242607297785,02,120,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,No,,Yes,Always,No,,Don't know,Agree,Don't know,No Opinion,Agree,Don't know,Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,7,Ordinary HH,277.370968,262.3242607297785,01,60,No,,,,,,,,,No,,Yes,Less than half the time,No,,No Opinion,Agree,No Opinion,Agree,Agree,No Opinion,Disagree,No Opinion,Yes,No,Roughly rectangular,,,3,2,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,8,Ordinary HH,277.370968,262.3242607297785,02,120,No,,,,,,,,,No,,No,,No,,Agree,Disagree,No Opinion,No Opinion,Disagree,Disagree,Disagree,Disagree,Yes,No,Roughly square,,4,,,,Flat,4,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,9,Ordinary HH,277.370968,262.3242607297785,02,120,No,,,,,,,,,No,,Yes,About half the time,No,,No Opinion,Strongly Agree,No Opinion,No Opinion,Agree,Don't know,Disagree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,2,2,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,10,Ordinary HH,277.370968,262.3242607297785,02,120,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,Manufactured biomass stove,Manufactured biomass stove,3-Stones/Open fire stove,Manufactured biomass stove,Manufactured biomass stove,No,,No,,No,,Don't know,Strongly Agree,Don't know,No Opinion,Agree,No Opinion,Strongly Agree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,4,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,11,Ordinary HH,5474.427,5893.839502879609,02,120,No,,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,2,3,Yes,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,12,Ordinary HH,5474.427,5893.839502879609,02,120,No,,,,,,,,,Yes,Less than half the time,Yes,Never,Yes,Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,No,,,,,,,,,,,,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,13,Ordinary HH,277.370968,262.3242607297785,01,120,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,No,,No,,No,,No Opinion,Agree,Don't know,Disagree,Agree,Don't know,Agree,Don't know,Yes,No,Roughly square,,3,,,,Flat,4,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,14,Ordinary HH,277.370968,262.3242607297785,01,60,No,,,,,,,,,No,,Yes,Less than half the time,No,,Don't know,Agree,No Opinion,Disagree,Agree,No Opinion,Disagree,No Opinion,Yes,No,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,15,Ordinary HH,277.370968,262.3242607297785,02,120,No,,,,,,,,,No,,No,,No,,Agree,No Opinion,Agree,No Opinion,Agree,No Opinion,Agree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,2,3,Yes,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,16,Ordinary HH,5474.427,5893.839502879609,01,120,No,,,,,,,,,No,,No,,No,,Agree,No Opinion,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,No,Roughly square,,2,,,,Flat,2,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,17,Ordinary HH,277.370968,262.3242607297785,01,120,No,,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,2,4,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,114,Rural,22,Ordinary HH,5474.427,5893.839502879609,02,120,No,,,,,,,,,No,,No,,No,,Strongly Agree,No Opinion,No Opinion,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Yes,Roughly square,,2,,,,Flat,2,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,1,Ordinary HH,47.34945459649123,45.65776736240277,01,60,No,No,,,,,,,,Yes,Never,No,,No,,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,No,,,,,,,,,,,,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,2,Ordinary HH,47.34945459649123,45.65776736240277,02,180,No,No,3-Stones/Open fire stove,3-Stones/Open fire stove,Manufactured biomass stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,Yes,Never,Yes,Always,Yes,Never,Disagree,Strongly Agree,No Opinion,Disagree,Agree,Agree,Disagree,Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,3,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,3,Ordinary HH,47.34945459649123,45.65776736240277,02,120,No,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,4,Ordinary HH,47.34945459649123,45.65776736240277,01,90,No,No,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Agree,Agree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,2,2,,Flat,2,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,5,Ordinary HH,47.34945459649123,45.65776736240277,02,30,No,No,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Agree,Agree,Disagree,Disagree,Agree,Yes,No,Roughly square,,2,,,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,6,Ordinary HH,47.34945459649123,45.65776736240277,01,60,No,No,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Agree,Agree,Agree,Don't know,Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,7,Ordinary HH,47.34945459649123,45.65776736240277,01,60,Yes,No,,,,,,,,No,,Yes,Always,No,,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No,Roughly rectangular,,,2,2,,Flat,2,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,8,Ordinary HH,47.34945459649123,45.65776736240277,04,120,No,No,,,,,,,,Yes,Never,No,,No,,No Opinion,Agree,Don't know,Don't know,Agree,Don't know,Agree,Don't know,No,,,,,,,,,,,,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,9,Ordinary HH,248.0624,232.8251289064868,02,60,Yes,Yes,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Never,Yes,Never,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,2,2,,Flat,2,2,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,10,Ordinary HH,248.0624,232.8251289064868,01,120,No,No,,,,,,,,No,,No,,No,,Agree,Don't know,No Opinion,No Opinion,Disagree,Disagree,Disagree,Disagree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,11,Ordinary HH,248.0624,232.8251289064868,02,120,Yes,No,,,,,,,,No,,No,,No,,Agree,No Opinion,No Opinion,No Opinion,Disagree,No Opinion,Agree,Agree,Yes,No,Roughly square,,2,,,,Flat,2,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,12,Ordinary HH,47.34945459649123,45.65776736240277,02,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,No Opinion,Don't know,Agree,Don't know,Agree,Don't know,Yes,No,Roughly square,,3,,,,Flat,4,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,13,Ordinary HH,248.0624,232.8251289064868,03,120,Yes,Yes,,,,,,,,No,,No,,No,,Strongly Agree,Don't know,Don't know,No Opinion,Agree,Don't know,No Opinion,Don't know,Yes,Yes,Roughly square,,5,,,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,14,Ordinary HH,248.0624,232.8251289064868,02,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Disagree,No Opinion,No Opinion,Disagree,Disagree,Disagree,No Opinion,Yes,No,Roughly square,,4,,,,Flat,4,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,15,Ordinary HH,248.0624,232.8251289064868,02,150,No,No,,,,,,,,No,,No,,No,,No Opinion,No Opinion,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Yes,Roughly square,,2,,,,Flat,2,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,16,Ordinary HH,248.0624,232.8251289064868,01,180,No,No,,,,,,,,Yes,Never,Yes,Less than half the time,No,,Don't know,Strongly Agree,Don't know,No Opinion,Strongly Agree,Don't know,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,17,Ordinary HH,47.34945459649123,45.65776736240277,02,240,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,No Opinion,Agree,Strongly Agree,No Opinion,Disagree,No Opinion,Yes,No,Roughly square,,2,,,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,115,Urban,18,Ordinary HH,248.0624,232.8251289064868,04,60,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Yes,Never,Yes,About half the time,No,,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,1,Ordinary HH,1186.434,1153.206637458524,01,30,Yes,,,,,,,,,No,,Yes,Always,No,,Disagree,Agree,Agree,Disagree,Disagree,Don't know,Disagree,Don't know,Yes,Yes,Roughly rectangular,,,6,5,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,2,Ordinary HH,875.4270291262136,932.7910374266254,01,180,Yes,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Agree,Agree,Don't know,Agree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,3,Ordinary HH,875.4270291262136,932.7910374266254,01,60,No,,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Roughly rectangular,,,4,2,,Flat,2,2,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,4,Ordinary HH,1186.434,1153.206637458524,01,30,Yes,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Disagree,Agree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,6,5,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,5,Ordinary HH,1186.434,1153.206637458524,02,120,Yes,,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,2,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,6,Ordinary HH,1186.434,1153.206637458524,06,60,No,,,,,,,,,Yes,Never,No,,No,,Don't know,Agree,Don't know,Don't know,Agree,Don't know,Agree,No Opinion,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,7,Ordinary HH,875.4270291262136,932.7910374266254,02,120,Yes,,,,,,,,,No,,Yes,More than half the time,No,,No Opinion,Strongly Agree,No Opinion,Disagree,Agree,No Opinion,Strongly Disagree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,2,1,Yes,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,8,Ordinary HH,875.4270291262136,932.7910374266254,02,120,No,,,,,,,,,No,,No,,No,,Agree,Disagree,No Opinion,No Opinion,Disagree,Disagree,No Opinion,No Opinion,No,No,Roughly square,,2,,,,Flat,2,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,9,Ordinary HH,1186.434,1153.206637458524,02,60,No,,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Yes,Never,Yes,Less than half the time,No,,Don't know,Agree,Don't know,Don't know,Agree,No Opinion,Agree,Don't know,Yes,No,Roughly rectangular,,,5,3,,Flat,2,2,No,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,10,Ordinary HH,1186.434,1153.206637458524,02,60,No,,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Roughly square,,3,,,,Flat,3,2,No,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,11,Ordinary HH,1186.434,1153.206637458524,01,60,Yes,,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,No,,No,,No,,Strongly Agree,Agree,No Opinion,Strongly Agree,Agree,Don't know,Disagree,Don't know,Yes,Yes,Roughly square,,3,,,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,12,Ordinary HH,1186.434,1153.206637458524,02,60,Yes,,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Don't know,Agree,Agree,Don't know,Strongly Agree,Don't know,Yes,Yes,Roughly square,,3,,,,Flat,4,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,13,Ordinary HH,1186.434,1153.206637458524,02,180,No,,,,,,,,,Yes,Never,Yes,Never,No,,No Opinion,Strongly Agree,No Opinion,Agree,Agree,No Opinion,Agree,No Opinion,Yes,No,Roughly rectangular,,,3,2,,Flat,2,1,Yes,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,14,Ordinary HH,1186.434,1153.206637458524,02,180,Yes,,,,,,,,,Yes,Never,Yes,Less than half the time,No,,No Opinion,Strongly Agree,No Opinion,Don't know,Agree,No Opinion,Strongly Disagree,No Opinion,Yes,No,Roughly rectangular,,,4,2,,Flat,2,3,Yes,Easy to use,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,15,Ordinary HH,1186.434,1153.206637458524,01,60,Yes,,,,,,,,,No,,No,,No,,Don't know,Agree,No Opinion,No Opinion,Agree,No Opinion,Disagree,Don't know,Yes,Yes,Roughly square,,3,,,,Flat,4,1,No,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,17,Ordinary HH,875.4270291262136,932.7910374266254,01,60,No,,,,,,,,,No,,No,,No,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,2,2,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,18,Ordinary HH,1186.434,1153.206637458524,02,120,No,,,,,,,,,No,,No,,No,,Agree,Disagree,Disagree,No Opinion,No Opinion,Disagree,No Opinion,No Opinion,Yes,Yes,Roughly square,,4,,,,Flat,4,1,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,116,Rural,22,Ordinary HH,875.4270291262136,932.7910374266254,02,120,No,,,,,,,,,No,,No,,No,,Agree,Strongly Disagree,No Opinion,No Opinion,Disagree,Disagree,Disagree,Disagree,No,No,Roughly square,,2,,,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,1,Ordinary HH,957.6188559440559,1021.462202354946,02,120,No,,,,,,,,,No,,No,,No,,No Opinion,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,No,No,Roughly square,,4,,,,Flat,4,2,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,2,Ordinary HH,957.6188559440559,1021.462202354946,01,120,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,No,,Yes,Always,No,,Don't know,Agree,Don't know,Agree,Agree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,3,Ordinary HH,957.6188559440559,1021.462202354946,01,60,No,,,,,,,,,Yes,Never,No,,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,2,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,4,Ordinary HH,957.6188559440559,1021.462202354946,02,180,Yes,,,,,,,,,Yes,Never,Yes,Always,No,,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,5,Ordinary HH,957.6188559440559,1021.462202354946,02,120,No,,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Disagree,No Opinion,No Opinion,Agree,Strongly Disagree,Strongly Disagree,Disagree,No,No,Roughly square,,2,,,,Flat,2,1,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,6,Ordinary HH,957.6188559440559,1021.462202354946,01,60,No,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Agree,Agree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,7,Ordinary HH,957.6188559440559,1021.462202354946,02,30,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,No,,Yes,Always,No,,Don't know,Agree,Don't know,Disagree,Agree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,8,Ordinary HH,957.6188559440559,1021.462202354946,02,60,No,,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Never,Yes,Never,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,4,2,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,9,Ordinary HH,2248.596,2270.963475132724,02,180,No,,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No,Roughly square,,2,,,,Flat,5,0,Yes,Fuel savings,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,10,Ordinary HH,2248.596,2270.963475132724,02,60,No,,,,,,,,,No,,No,,No,,No Opinion,No Opinion,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,No,Roughly square,,2,,,,Flat,2,1,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,11,Ordinary HH,2248.596,2270.963475132724,02,60,Yes,,,,,,,,,Yes,Never,Yes,Never,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,0,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,12,Ordinary HH,2248.596,2270.963475132724,02,120,No,,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,No,,No,,No,,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Disagree,Don't know,Yes,Yes,Roughly square,,3,,,,Flat,4,0,Yes,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,13,Ordinary HH,957.6188559440559,1021.462202354946,04,50,No,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Disagree,Agree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,3,,Flat,3,1,No,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,14,Ordinary HH,957.6188559440559,1021.462202354946,02,60,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,Yes,Never,Yes,Never,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,4,2,,Flat,4,2,Yes,Price,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,15,Ordinary HH,957.6188559440559,1021.462202354946,02,120,No,,,,,,,,,Yes,Less than half the time,Yes,Always,No,,Agree,Agree,Agree,Disagree,No Opinion,Agree,Strongly Agree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,16,Ordinary HH,2248.596,2270.963475132724,01,120,No,,,,,,,,,No,,No,,No,,Agree,Strongly Disagree,No Opinion,No Opinion,Disagree,Disagree,Disagree,No Opinion,Yes,Yes,Roughly square,,2,,,,Flat,2,1,No,Fuel used,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,17,Ordinary HH,2248.596,2270.963475132724,02,180,No,,,,,,,,,No,,No,,No,,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Southern Province,Ruhango,117,Rural,18,Ordinary HH,2248.596,2270.963475132724,01,60,No,,,,,,,,,Yes,Never,Yes,Always,No,,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,No Opinion,Yes,Yes,Roughly square,,2,,,,Flat,2,2,No,Fuel used,,,,,,,,,,,, 
