PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,G01,G02,G02A,G02B,G28,G29,G30,G31,G32,G33,G34,G35A,G35B,G36A,G36B,G37A,G37B,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G48_AREA_OTHER,G49_SQUARE,G49_L,G49_W,G49_CERCLE,G50,G51,G52,G53,G54,G54_OTHER,G55_1,G55_2,G55_3,G55_4,G55_5,G55_6,G55_7,G55_8,G55_9,G55_10,G55_OTHER
Kigali City,Nyarugenge,5,Urban,10,Ordinary HH,187.074,200.8102328927649,01,30,Yes,No,,,,,,,,No,,No,,No,,Disagree,Strongly Agree,Don't know,No Opinion,Disagree,Don't know,Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,11,Ordinary HH,187.074,200.8102328927649,01,120,No,No,,,,,,,,No,,Yes,More than half the time,No,,No Opinion,Strongly Agree,No Opinion,Disagree,Agree,No Opinion,Strongly Disagree,Disagree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,12,Ordinary HH,187.074,200.8102328927649,02,120,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,No,,No,,No,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Yes,Yes,Roughly rectangular,,,4,2,,Flat,4,3,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,14,Ordinary HH,187.074,200.8102328927649,06,150,Yes,Yes,,,,,,,,Yes,Less than half the time,Yes,Never,No,,Disagree,Strongly Agree,No Opinion,Strongly Agree,Strongly Agree,No Opinion,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,16,Ordinary HH,187.074,200.8102328927649,01,180,No,No,,,,,,,,No,,Yes,More than half the time,No,,Strongly Agree,Agree,No Opinion,Disagree,Agree,No Opinion,Strongly Disagree,Disagree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,17,Ordinary HH,187.074,200.8102328927649,01,120,Yes,No,,,,,,,,Yes,Never,Yes,Never,No,,No Opinion,Strongly Agree,No Opinion,No Opinion,Strongly Agree,No Opinion,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,18,Ordinary HH,187.074,200.8102328927649,01,150,Yes,No,,,,,,,,Yes,Never,Yes,Never,No,,Disagree,Agree,No Opinion,Agree,Strongly Agree,No Opinion,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,5,Urban,20,Ordinary HH,187.074,200.8102328927649,02,120,Yes,No,,,,,,,,Yes,Never,Yes,Never,No,,Disagree,Strongly Agree,No Opinion,Agree,Strongly Agree,No Opinion,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,1,Ordinary HH,504.2603,574.4683135258695,02,60,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Yes,Did not cook beans in the last 7 days,Yes,More than half the time,Yes,Never,Strongly Agree,Don't know,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,2,Ordinary HH,504.2603,574.4683135258695,01,30,Yes,Yes,,,,,,,,No,,No,,No,,Disagree,Don't know,Strongly Agree,Don't know,Strongly Agree,Strongly Agree,Don't know,Don't know,No,,,,,,,,,,,,Easy to use,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,3,Ordinary HH,504.2603,574.4683135258695,02,120,Yes,No,,,,,,,,No,,Yes,Always,No,,Don't know,Strongly Agree,Don't know,Don't know,Disagree,Disagree,Agree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,4,Ordinary HH,504.2603,574.4683135258695,01,90,Yes,No,,,,,,,,Yes,Never,No,,No,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,No,Roughly square,,3,,,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,5,Ordinary HH,504.2603,574.4683135258695,02,120,Yes,No,,,,,,,,No,,Yes,Always,No,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,6,Ordinary HH,504.2603,574.4683135258695,01,180,Yes,No,,,,,,,,No,,No,,No,,Agree,Don't know,Agree,Don't know,Don't know,Agree,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,7,Ordinary HH,504.2603,574.4683135258695,02,60,Yes,No,,,,,,,,Yes,Did not cook beans in the last 7 days,Yes,More than half the time,No,,Strongly Agree,Don't know,Don't know,Don't know,Agree,Don't know,Strongly Disagree,Don't know,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,1,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,8,Ordinary HH,504.2603,574.4683135258695,02,40,Yes,No,,,,,,,,No,,No,,Yes,Never,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,9,Ordinary HH,504.2603,574.4683135258695,01,540,Yes,No,,,,,,,,No,,Yes,About half the time,No,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,10,Ordinary HH,504.2603,574.4683135258695,03,90,Yes,Yes,,,,,,,,No,,No,,No,,Don't know,Agree,Don't know,Don't know,Disagree,Strongly Agree,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,11,Ordinary HH,504.2603,574.4683135258695,02,120,Yes,Yes,,,,,,,,No,,Yes,About half the time,No,,Agree,No Opinion,No Opinion,Agree,Agree,Disagree,Disagree,Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,12,Ordinary HH,504.2603,574.4683135258695,01,30,Yes,No,,,,,,,,No,,No,,No,,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No,Roughly square,,2,,,,Flat,4,2,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,13,Ordinary HH,504.2603,574.4683135258695,02,180,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,14,Ordinary HH,504.2603,574.4683135258695,02,150,Yes,No,,,,,,,,No,,Yes,Less than half the time,No,,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,Roughly rectangular,,,5,3,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,15,Ordinary HH,504.2603,574.4683135258695,01,60,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Strongly Agree,Agree,No Opinion,Disagree,Agree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,16,Ordinary HH,504.2603,574.4683135258695,02,60,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Did not cook beans in the last 7 days,Yes,Did not cook beans in the last 7 days,Yes,Never,Don't know,Don't know,Strongly Disagree,Strongly Disagree,Agree,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,17,Ordinary HH,504.2603,574.4683135258695,02,240,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,Yes,Never,Yes,Never,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,6,Urban,18,Ordinary HH,504.2603,574.4683135258695,03,30,Yes,No,,,,,,,,No,,Yes,Never,No,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,,,,,,,,,,,,Cleanliness,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,1,Ordinary HH,191.7855,188.5642477994629,01,180,Yes,Yes,,,,,,,,Yes,Less than half the time,No,,No,,Strongly Disagree,Don't know,Strongly Agree,Strongly Agree,Don't know,Strongly Disagree,Don't know,Disagree,No,,,,,,,,,,,,Cleanliness,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,2,Ordinary HH,191.7855,188.5642477994629,02,120,Yes,Yes,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,No,,Yes,Less than half the time,Yes,Never,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,2,No,Easy to use,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,3,Ordinary HH,191.7855,188.5642477994629,02,150,Yes,Yes,,,,,,,,Yes,Never,Yes,Always,Yes,Never,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,4,Ordinary HH,191.7855,188.5642477994629,02,240,Yes,Yes,,,,,,,,No,,Yes,Never,No,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,5,Ordinary HH,191.7855,188.5642477994629,03,180,Yes,No,,,,,,,,No,,No,,No,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Don't know,Disagree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,6,Ordinary HH,191.7855,188.5642477994629,03,120,Yes,Yes,,,,,,,,No,,No,,No,,Agree,Agree,Agree,No Opinion,Disagree,Disagree,Disagree,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,7,Ordinary HH,191.7855,188.5642477994629,06,180,Yes,Yes,LPG stove,LPG stove,Manufactured biomass stove,LPG stove,Manufactured biomass stove,LPG stove,LPG stove,No,,No,,Yes,Never,Agree,Agree,Disagree,Disagree,Agree,Agree,No Opinion,Agree,Yes,Yes,Roughly square,,2,,,,Flat,3,3,Yes,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,8,Ordinary HH,191.7855,188.5642477994629,02,60,Yes,Yes,,,,,,,,No,,Yes,Never,Yes,Did not cook beans in the last 7 days,Strongly Disagree,Don't know,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,9,Ordinary HH,191.7855,188.5642477994629,01,60,Yes,No,,,,,,,,Yes,Never,Yes,Never,Yes,Always,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,10,Ordinary HH,191.7855,188.5642477994629,02,180,Yes,Yes,LPG stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,LPG stove,No,,Yes,Always,Yes,Never,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Yes,Roughly square,,3,,,,Flat,3,2,No,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,11,Ordinary HH,191.7855,188.5642477994629,05,120,Yes,Yes,,,,,,,,No,,No,,No,,Don't know,Don't know,Don't know,Don't know,Don't know,No Opinion,Don't know,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,12,Ordinary HH,191.7855,188.5642477994629,02,60,Yes,No,,,,,,,,Yes,Never,Yes,Less than half the time,Yes,Never,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,13,Ordinary HH,191.7855,188.5642477994629,04,60,Yes,No,,,,,,,,Yes,Did not cook beans in the last 7 days,Yes,Less than half the time,No,,Strongly Disagree,Don't know,Agree,Don't know,Agree,Agree,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,14,Ordinary HH,191.7855,188.5642477994629,01,60,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Did not cook beans in the last 7 days,Yes,Always,Yes,Never,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,15,Ordinary HH,191.7855,188.5642477994629,02,360,Yes,Yes,LPG stove,LPG stove,Traditional/Locally built stove,LPG stove,Traditional/Locally built stove,LPG stove,LPG stove,Yes,Never,Yes,Less than half the time,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,16,Ordinary HH,191.7855,188.5642477994629,01,160,Yes,No,,,,,,,,No,,No,,No,,Agree,Strongly Agree,Agree,Agree,No Opinion,Agree,Agree,Agree,No,,,,,,,,,,,,Easy to use,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,17,Ordinary HH,191.7855,188.5642477994629,01,60,Yes,Yes,,,,,,,,No,,No,,No,,Agree,No Opinion,Disagree,Agree,Disagree,Agree,No Opinion,Disagree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,7,Urban,18,Ordinary HH,191.7855,188.5642477994629,02,120,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Strongly Agree,Agree,No Opinion,Agree,Disagree,Agree,Yes,Yes,Roughly square,,2,,,,Flat,6,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,1,Ordinary HH,709.7714999999999,691.7022258992835,02,120,Yes,No,,,,,,,,No,,Yes,Never,No,,Strongly Disagree,Disagree,Agree,Don't know,Agree,Agree,Strongly Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,2,Ordinary HH,709.7714999999999,691.7022258992835,04,300,Yes,No,,,,,,,,No,,Yes,More than half the time,No,,Agree,Strongly Agree,No Opinion,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Yes,Yes,Roughly square,,2,,,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,3,Ordinary HH,709.7714999999999,691.7022258992835,01,120,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Don't know,Don't know,Disagree,Don't know,Strongly Disagree,Don't know,Yes,Yes,Roughly square,,3,,,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,4,Ordinary HH,709.7714999999999,691.7022258992835,02,240,Yes,Yes,,,,,,,,No,,No,,No,,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,5,Ordinary HH,709.7714999999999,691.7022258992835,01,180,Yes,Yes,LPG stove,LPG stove,Manufactured biomass stove,LPG stove,Manufactured biomass stove,LPG stove,LPG stove,No,,Yes,Never,Yes,Always,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Roughly rectangular,,,2,2,,Flat,3,1,Yes,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,6,Ordinary HH,709.7714999999999,691.7022258992835,04,180,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,No,,Yes,Never,Yes,Always,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,7,Ordinary HH,709.7714999999999,691.7022258992835,04,60,Yes,No,,,,,,,,No,,No,,No,,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,No Opinion,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,8,Ordinary HH,709.7714999999999,691.7022258992835,02,60,Yes,No,,,,,,,,No,,Yes,Never,No,,Agree,Don't know,Strongly Agree,Don't know,Don't know,Agree,Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,9,Ordinary HH,709.7714999999999,691.7022258992835,02,180,Yes,No,LPG stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,LPG stove,Yes,Never,Yes,More than half the time,No,,Agree,Agree,Disagree,Disagree,Agree,Disagree,Don't know,Agree,Yes,Yes,"Other, estimate the area in meters",3,,,,,Flat,3,2,No,Other,Food to cook on it,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,10,Ordinary HH,709.7714999999999,691.7022258992835,07,120,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,LPG stove,Yes,More than half the time,Yes,Always,No,,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,"Other, estimate the area in meters",2,,,,,Flat,3,2,No,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,11,Ordinary HH,709.7714999999999,691.7022258992835,05,120,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,Yes,Never,Yes,Less than half the time,Yes,Always,No Opinion,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Cleanliness,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,12,Ordinary HH,709.7714999999999,691.7022258992835,02,40,Yes,Yes,,,,,,,,No,,Yes,Always,No,,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Yes,Yes,Roughly square,,2,,,,Flat,6,0,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,13,Ordinary HH,709.7714999999999,691.7022258992835,02,180,Yes,No,LPG stove,LPG stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,LPG stove,Yes,About half the time,Yes,More than half the time,No,,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,"Other, estimate the area in meters",3,,,,,Flat,3,2,No,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,14,Ordinary HH,709.7714999999999,691.7022258992835,02,60,Yes,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Don't know,Yes,Yes,Roughly rectangular,,,3,2,,Flat,4,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,15,Ordinary HH,709.7714999999999,691.7022258992835,02,60,Yes,No,,,,,,,,Yes,Never,Yes,Never,No,,Agree,Don't know,Strongly Agree,Don't know,Agree,Agree,Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,16,Ordinary HH,709.7714999999999,691.7022258992835,01,120,Yes,No,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Don't know,Disagree,Don't know,Don't know,Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,5,1,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,17,Ordinary HH,709.7714999999999,691.7022258992835,02,150,Yes,Yes,,,,,,,,Yes,More than half the time,Yes,About half the time,No,,Don't know,Agree,Don't know,Disagree,Disagree,Don't know,Don't know,Don't know,Yes,Yes,Roughly rectangular,,,4,2,,Roughly conical,3,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,8,Urban,18,Ordinary HH,57.73261004784688,57.03740620952001,02,180,Yes,No,,,,,,,,No,,Yes,Always,No,,Don't know,Strongly Agree,Agree,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,2,Ordinary HH,450.0009,566.6928729667239,02,90,Yes,Yes,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Agree,Agree,Agree,Disagree,Don't know,Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,4,Ordinary HH,450.0009,566.6928729667239,01,60,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,No Opinion,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,5,Ordinary HH,450.0009,566.6928729667239,01,30,No,No,,,,,,,,Yes,Never,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,6,Ordinary HH,450.0009,566.6928729667239,02,120,Yes,No,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,7,Ordinary HH,450.0009,566.6928729667239,01,90,Yes,No,,,,,,,,No,,No,,No,,No Opinion,No Opinion,Agree,Agree,No Opinion,Agree,No Opinion,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,8,Ordinary HH,450.0009,566.6928729667239,02,240,Yes,No,,,,,,,,No,,No,,No,,No Opinion,No Opinion,Agree,Agree,Agree,No Opinion,No Opinion,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,9,Ordinary HH,450.0009,566.6928729667239,02,30,No,No,,,,,,,,No,,No,,No,,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,10,Ordinary HH,450.0009,566.6928729667239,02,120,Yes,Yes,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes,Roughly rectangular,,,4,2,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,11,Ordinary HH,450.0009,566.6928729667239,02,60,No,No,,,,,,,,Yes,Did not cook beans in the last 7 days,No,,No,,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,12,Ordinary HH,450.0009,566.6928729667239,02,60,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,No Opinion,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,13,Ordinary HH,450.0009,566.6928729667239,02,60,Yes,Yes,,,,,,,,Yes,Never,Yes,Never,Yes,About half the time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,14,Ordinary HH,450.0009,566.6928729667239,02,120,No,No,,,,,,,,Yes,About half the time,Yes,Always,Yes,About half the time,No Opinion,Strongly Agree,No Opinion,No Opinion,Strongly Agree,No Opinion,Strongly Agree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,15,Ordinary HH,450.0009,566.6928729667239,01,120,Yes,Yes,,,,,,,,No,,Yes,Never,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No Opinion,Yes,No,Roughly square,,3,,,,Flat,2,0,No,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,16,Ordinary HH,450.0009,566.6928729667239,01,120,Yes,No,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,17,Ordinary HH,450.0009,566.6928729667239,02,90,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,18,Ordinary HH,450.0009,566.6928729667239,02,180,No,No,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Don't know,Strongly Agree,Agree,Don't know,Strongly Disagree,No Opinion,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,19,Ordinary HH,29.11057035040432,28.42542941488191,02,120,Yes,No,,,,,,,,No,,Yes,More than half the time,No,,No Opinion,Strongly Agree,No Opinion,Strongly Agree,Strongly Agree,No Opinion,Strongly Disagree,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,9,Urban,20,Ordinary HH,29.11057035040432,28.42542941488191,05,50,Yes,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Kigali City,Nyarugenge,10,Urban,2,Ordinary HH,581.4858,706.5684298787947,02,60,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Roughly square,,2,,,,Flat,5,1,No,Fuel used,,,,,,,,,,,, 
