PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,K1A,K1B,K1C,K1D,K2A,K2B,K2C,K2D,K3A,K3B,K3C,K3D,K4A,K4B,K4C,K4D,K5A,K5B,K5C,K5D,K6A,K6B,K6C,K6D,K7A,K7B,K7C,K7D,K8A,K8B,K8C,K8D,K9A,K9B,K9C,K9D,L1A,L2A,L3A,L4A_1,L4A_2,L4A_3,L4A_4,L4A_5,L5A,L6A,L7A,L8A,L9A,L1B,L2B,L3B,L4B_1,L4B_2,L4B_3,L4B_4,L4B_5,L5B,L6B,L7B,L8B,L9B,L1C,L2C,L3C,L4C_1,L4C_2,L4C_3,L4C_4,L4C_5,L5C,L6C,L7C,L8C,L9C,L1D,L2D,L3D,L4D_1,L4D_2,L4D_3,L4D_4,L4D_5,L5D,L6D,L7D,L8D,L9D,L1E,L2E,L3E,L4E_1,L4E_2,L4E_3,L4E_4,L4E_5,L5E,L6E,L7E,L8E,L9E
Southern Province,Gisagara,56,Rural,9,HH Surrounding Camp,20.9106391959799,20.8059998833784,,,,,60,,0,0,30,,20,30,0,,0,0,120,,360,0,30,,30,60,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,56,Rural,10,HH Surrounding Camp,169.8456,160.48833935057,,,,,125,0,0,,300,300,120,,60,60,0,,600,0,480,,120,360,120,,0,60,0,,180,180,180,,180,180,180,,1,1,0,,,,,,0,0,0,,0,2,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,56,Rural,11,HH Surrounding Camp,169.8456,160.48833935057,,,,,160,0,0,0,60,0,30,0,30,0,25,0,480,0,480,0,60,30,90,0,0,30,0,30,60,30,30,30,30,0,90,30,2,0,0,,,,,,1,0,0,,2,1,1,0,,,,,,1,0,0,,0,3,2,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,56,Rural,12,HH Surrounding Camp,169.8456,160.48833935057,,,,,100,,0,,30,,0,,0,,0,,240,,0,,120,,90,,0,,0,,60,,30,,60,,90,,1,1,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,56,Rural,13,HH Surrounding Camp,169.8456,160.48833935057,,,,,70,,60,,0,,0,,0,,0,,360,,0,,60,,180,,0,,0,,0,,60,,0,,120,,2,2,1,1,0,1,1,1,1,0,0,,1,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,56,Rural,14,HH Surrounding Camp,169.8456,160.48833935057,,,,,120,0,0,,0,0,0,,0,0,0,,120,0,0,,60,0,180,,0,0,0,,180,0,180,,30,60,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,56,Rural,15,HH Surrounding Camp,169.8456,160.48833935057,,,,,120,,120,0,60,,120,0,30,,60,0,360,,360,0,60,,120,180,0,,0,30,30,,60,0,60,,180,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,56,Rural,16,HH Surrounding Camp,169.8456,160.48833935057,,,,,30,,0,0,600,,60,0,40,,0,0,0,,420,0,60,,60,360,0,,0,60,60,,360,60,60,,60,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,56,Rural,17,HH Surrounding Camp,20.9106391959799,20.8059998833784,,,,,60,,0,,0,,0,,0,,0,,120,,360,,30,,60,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,56,Rural,18,HH Surrounding Camp,169.8456,160.48833935057,,,,,60,,,,0,,,,0,,,,0,,,,30,,,,0,,,,0,,,,0,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,1,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,30,30,0,0,0,60,60,0,0,0,0,0,350,0,350,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,2,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,120,,0,,180,,120,,0,,0,,0,,400,,60,,120,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,3,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,120,,60,,60,,30,,0,,0,,0,,500,,60,,30,,0,,0,,0,,0,,0,,0,,1,0,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,4,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,60,,60,,30,,30,,0,,0,,0,,480,,30,,60,,60,,360,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,5,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,30,,0,,0,,0,,0,,0,,300,,520,,120,,120,,0,,0,,60,,60,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0
Southern Province,Gisagara,57,Rural,6,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,10,,0,,600,,120,,0,,0,,0,,420,,300,,120,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,7,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,120,,0,,150,,60,,0,,0,,360,,360,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,8,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,50,,0,0,30,,30,0,0,,30,0,180,,480,0,30,,30,0,120,,0,30,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,9,HH Surrounding Camp,92.04521229166666,96.88762006009043,,,,,60,60,60,0,60,60,30,60,60,30,30,30,180,480,160,0,60,60,60,60,30,30,30,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,10,HH Surrounding Camp,33.72649,36.90484868320604,,,,,60,70,0,,30,0,20,,0,0,30,,180,0,480,,60,30,20,,0,0,0,,60,60,60,,0,60,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,11,HH Surrounding Camp,33.72649,36.90484868320604,,,,,120,0,0,,60,0,30,,0,0,0,,0,0,600,,120,180,60,,0,60,0,,0,60,60,,120,240,90,,1,0,0,,,,,,1,0,0,,1,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,12,HH Surrounding Camp,33.72649,36.90484868320604,,,,,45,,0,0,10,,15,0,0,,30,0,360,,480,0,90,,180,120,0,,0,0,40,,30,0,15,,420,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,13,HH Surrounding Camp,33.72649,36.90484868320604,,,,,120,120,30,,60,30,30,,0,0,0,,300,0,600,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,1,1,1,0,0,1,1,1,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,14,HH Surrounding Camp,33.72649,36.90484868320604,,,,,60,,30,0,60,,30,0,60,,10,0,500,,600,0,30,,30,120,0,,0,120,0,,0,0,0,,0,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,2,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,15,HH Surrounding Camp,33.72649,36.90484868320604,,,,,180,0,0,,60,30,15,,0,0,0,,120,180,360,,180,45,45,,0,0,0,,45,60,240,,0,0,300,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,16,HH Surrounding Camp,33.72649,36.90484868320604,,,,,100,120,0,0,60,0,60,0,30,0,0,0,360,0,420,0,120,90,180,120,0,30,0,60,0,0,0,0,0,60,120,0,0,,0,,,,,,1,0,0,,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,57,Rural,17,HH Surrounding Camp,33.72649,36.90484868320604,,,,,60,0,0,0,60,60,0,0,60,30,30,0,60,0,480,0,45,0,60,0,30,0,0,0,90,0,45,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,57,Rural,18,HH Surrounding Camp,33.72649,36.90484868320604,,,,,60,,,,0,,,,0,,,,240,,,,60,,,,0,,,,30,,,,0,,,,1,0,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,1,Ordinary HH,837.5806543509967,958.02058259667,,,,,60,30,,20,30,0,,30,30,30,,0,240,0,,0,30,60,,60,0,120,,60,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,58,Rural,2,Ordinary HH,837.5806543509967,958.02058259667,,,,,60,,60,30,30,,30,60,120,,0,60,0,,400,0,60,,60,120,0,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,3,Ordinary HH,837.5806543509967,958.02058259667,,,,,60,,0,0,30,,30,30,30,,30,30,360,,480,0,30,,30,30,30,,30,30,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,4,Ordinary HH,837.5806543509967,958.02058259667,,,,,60,,60,,30,,30,,0,,0,,300,,0,,30,,30,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,5,Ordinary HH,837.5806543509967,958.02058259667,,,,,,0,120,,,0,60,,,0,0,,,0,0,,,0,60,,,0,0,,,0,240,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,6,Ordinary HH,837.5806543509967,958.02058259667,,,,,55,,0,,120,,180,,0,,0,,0,,330,,300,,60,,0,,60,,60,,120,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,7,Ordinary HH,2511.521000000001,2771.920778918891,,,,,,,60,,,,0,,,,0,,,,480,,,,60,,,,240,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,8,Ordinary HH,2511.521000000001,2771.920778918891,,,,,,,50,,,,0,,,,0,,,,180,,,,0,,,,0,,,,120,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,9,Ordinary HH,837.5806543509967,958.02058259667,,,,,90,,0,,0,,0,,0,,0,,360,,360,,60,,90,,0,,0,,60,,60,,90,,180,,0,,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,10,Ordinary HH,837.5806543509967,958.02058259667,,,,,100,0,0,0,300,0,60,0,0,0,0,0,360,0,360,0,60,90,30,180,0,45,0,0,0,0,60,0,90,0,120,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,0,0,1,0,0,0,0,0,,0
Southern Province,Gisagara,58,Rural,11,Ordinary HH,837.5806543509967,958.02058259667,,,,,110,0,,0,60,0,,0,40,0,,0,300,0,,0,60,110,,60,0,120,,120,60,0,,0,0,0,,0,1,1,0,,,,,,1,0,0,,1,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,2,2,0,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,12,Ordinary HH,837.5806543509967,958.02058259667,,,,,30,0,0,,120,0,15,,60,0,0,,0,0,520,,180,0,30,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,58,Rural,13,Ordinary HH,2511.521000000001,2771.920778918891,,,,,60,,60,,180,,30,,0,,0,,0,,500,,60,,30,,0,,60,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,14,Ordinary HH,2511.521000000001,2771.920778918891,,,,,30,0,0,,60,0,20,,0,0,0,,240,0,480,,30,60,120,,60,45,60,,60,0,60,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,15,Ordinary HH,2511.521000000001,2771.920778918891,,,,,0,,0,0,120,,120,60,0,,0,0,540,,600,600,60,,60,120,0,,0,30,60,,90,30,20,,300,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,58,Rural,16,Ordinary HH,2511.521000000001,2771.920778918891,,,,,45,,0,,120,,0,,0,,0,,180,,0,,60,,120,,90,,0,,30,,45,,30,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,58,Rural,17,Ordinary HH,2511.521000000001,2771.920778918891,,,,,60,60,0,0,180,200,0,0,0,0,0,0,500,450,300,500,300,60,60,0,0,0,60,60,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,58,Rural,18,Ordinary HH,837.5806543509967,958.02058259667,,,,,50,,0,,0,,0,,0,,0,,0,,500,,120,,30,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,1,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,30,,0,,180,,120,,0,,0,,300,,300,,120,,180,,0,,0,,60,,60,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,59,Rural,2,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,120,,,,720,,,,0,,,,0,,,,60,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,1,0,0,,0
Southern Province,Gisagara,59,Rural,3,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,170,0,120,0,60,0,120,0,30,0,0,0,0,0,360,0,60,120,90,120,0,30,0,0,60,35,120,30,30,30,120,30,0,,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,4,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,60,,,,120,,,,0,,,,300,,,,240,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,59,Rural,5,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,180,,0,0,60,,120,180,60,,0,0,300,,0,600,60,,120,0,0,,0,0,240,,240,0,0,,0,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,6,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,60,,0,40,30,,30,0,30,,30,30,120,,120,0,30,,30,30,30,,30,30,30,,30,30,30,,30,30,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,7,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,180,0,0,0,30,0,90,0,60,0,30,0,240,0,360,0,45,60,120,30,30,60,240,45,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,8,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,,0,60,,,30,40,,,30,40,,,0,360,,,30,40,,,30,40,,,0,0,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,9,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,60,60,60,,30,30,30,,30,30,30,,120,0,360,,30,30,30,,30,30,30,,30,60,60,,30,30,30,,0,,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,59,Rural,10,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,60,,0,,0,,0,,0,,0,,300,,360,,120,,240,,60,,60,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,11,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,60,60,,,30,30,,,30,30,,,360,0,,,30,30,,,30,30,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,12,HH Surrounding Camp,16.01351,16.96991104186652,,,,,90,,100,100,30,,0,0,0,,0,0,360,,360,0,30,,50,60,0,,0,0,0,,0,0,0,,0,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,13,HH Surrounding Camp,16.01351,16.96991104186652,,,,,100,,60,0,30,,20,0,0,,15,0,180,,360,0,60,,60,30,0,,0,0,120,,120,0,0,,60,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,59,Rural,14,HH Surrounding Camp,16.01351,16.96991104186652,,,,,90,100,0,,30,0,10,,0,0,0,,360,0,600,,120,30,60,,0,30,0,,30,0,30,,0,60,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,15,HH Surrounding Camp,16.01351,16.96991104186652,,,,,120,,120,,60,,60,,0,,0,,700,,700,,60,,60,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,59,Rural,16,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,120,60,0,0,60,120,60,60,0,120,0,60,400,0,600,0,60,90,60,60,0,120,0,120,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Southern Province,Gisagara,59,Rural,17,HH Surrounding Camp,16.01351,16.96991104186652,,,,,120,,120,,60,,60,,0,,0,,400,,600,,60,,60,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,59,Rural,18,HH Surrounding Camp,90.62590824175824,94.22188392988902,,,,,,,60,,,,0,,,,0,,,,720,,,,30,,,,0,,,,30,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,1,HH Surrounding Camp,41.58053684210525,38.33003374210595,,,,,120,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,2,HH Surrounding Camp,41.58053684210525,38.33003374210595,,,,,60,,,,120,,,,0,,,,0,,,,60,,,,0,,,,0,,,,0,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Southern Province,Gisagara,60,Rural,3,HH Surrounding Camp,131.6717,133.7738781128988,,,,,120,,120,120,60,,60,60,0,,0,0,600,,600,0,0,,0,0,160,,120,120,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,4,HH Surrounding Camp,41.58053684210525,38.33003374210595,,,,,30,,0,0,0,,0,30,0,,0,0,360,,0,0,90,,45,60,30,,0,0,0,,0,0,0,,0,0,2,2,2,2,0,2,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,5,HH Surrounding Camp,41.58053684210525,38.33003374210595,,,,,105,,,0,0,,,0,30,,,0,360,,,0,90,,,180,0,,,30,60,,,0,90,,,0,1,1,0,,,,,,2,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,6,HH Surrounding Camp,41.58053684210525,38.33003374210595,,,,,90,,0,,720,,120,,0,,0,,60,,60,,30,,120,,0,,30,,30,,60,,75,,60,,2,1,1,1,0,1,1,0,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0
Southern Province,Gisagara,60,Rural,7,HH Surrounding Camp,131.6717,133.7738781128988,,,,,100,,,0,60,,,0,0,,,0,300,,,0,120,,,60,0,,,40,60,,,60,120,,,60,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,8,HH Surrounding Camp,41.58053684210525,38.33003374210595,,,,,60,0,60,0,30,30,30,30,30,40,40,30,180,0,480,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Southern Province,Gisagara,60,Rural,9,HH Surrounding Camp,131.6717,133.7738781128988,,,,,120,,0,,30,,30,,0,,0,,0,,480,,30,,60,,0,,0,,30,,360,,30,,300,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0
