PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,I01,I17A,I18A,I19A,I17B,I18B,I19B,I17C,I18C,I19C,I17D,I18D,I19D,J01,J02,J03,J03_OTHER,J04,J05,J06,J06_OTHER
Western Province,Rutsiro,161,Rural,15,Ordinary HH,331.0831,283.5794302131815,02,60,Weekly,30,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rutsiro,161,Rural,16,Ordinary HH,1397.906422222222,1345.486220175923,02,240,Daily,10,120,Daily,10,0,,,120,Daily,10,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rutsiro,161,Rural,17,Ordinary HH,1397.906422222222,1345.486220175923,02,60,Weekly,30,0,,,60,Weekly,30,,,,No,,, ,No,,, 
Western Province,Rutsiro,161,Rural,18,Ordinary HH,331.0831,283.5794302131815,02,180,Daily,120,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,1,Ordinary HH,1184.278064516129,1065.861692383447,02,60,Daily,20,60,Monthly,20,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,2,Ordinary HH,1184.278064516129,1065.861692383447,02,120,Daily,15,,,,0,,,120,Weekly,120,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,3,Ordinary HH,1184.278064516129,1065.861692383447,01,90,Weekly,15,120,Weekly,0,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,4,Ordinary HH,1184.278064516129,1065.861692383447,02,180,Weekly,15,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,5,Ordinary HH,1184.278064516129,1065.861692383447,01,240,Weekly,20,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,6,Ordinary HH,1184.278064516129,1065.861692383447,01,120,Weekly,12,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,7,Ordinary HH,1184.278064516129,1065.861692383447,02,20,Weekly,10,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,8,Ordinary HH,1184.278064516129,1065.861692383447,04,0,,,,,,120,Daily,0,0,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,9,Ordinary HH,1184.278064516129,1065.861692383447,01,60,Daily,5,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,10,Ordinary HH,1427.713,1402.685726224058,01,0,,,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,11,Ordinary HH,1184.278064516129,1065.861692383447,01,20,Daily,30,0,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,14,Ordinary HH,1184.278064516129,1065.861692383447,02,0,,,120,Daily,5,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,15,Ordinary HH,1184.278064516129,1065.861692383447,02,30,Weekly,45,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,17,Ordinary HH,1427.713,1402.685726224058,02,30,Weekly,10,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,18,Ordinary HH,1427.713,1402.685726224058,02,0,,,60,Bi-weekly,10,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,162,Rural,19,Ordinary HH,1184.278064516129,1065.861692383447,01,0,,,,,,,,,180,Daily,0,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,20,Ordinary HH,1184.278064516129,1065.861692383447,01,60,Daily,5,120,Weekly,0,,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,162,Rural,22,Ordinary HH,1427.713,1402.685726224058,02,0,,,0,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,163,Urban,1,Ordinary HH,39.26535,38.72506214294474,02,30,Monthly,45,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,2,Ordinary HH,39.26535,38.72506214294474,02,15,Monthly,60,,,,15,Monthly,0,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,163,Urban,3,Ordinary HH,39.26535,38.72506214294474,03,15,Monthly,0,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,4,Ordinary HH,39.26535,38.72506214294474,02,0,,,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,163,Urban,5,Ordinary HH,39.26535,38.72506214294474,02,30,Monthly,120,,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,163,Urban,7,Ordinary HH,39.26535,38.72506214294474,02,0,,,0,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,163,Urban,8,Ordinary HH,39.26535,38.72506214294474,02,30,Monthly,30,30,Monthly,0,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,163,Urban,9,Ordinary HH,39.26535,38.72506214294474,02,25,Monthly,0,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,10,Ordinary HH,39.26535,38.72506214294474,02,0,,,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,11,Ordinary HH,39.26535,38.72506214294474,02,0,,,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,12,Ordinary HH,39.26535,38.72506214294474,01,0,,,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,163,Urban,13,Ordinary HH,39.26535,38.72506214294474,02,30,Monthly,120,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,15,Ordinary HH,39.26535,38.72506214294474,02,0,,,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,16,Ordinary HH,39.26535,38.72506214294474,04,0,,,0,,,10,Monthly,5,,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,17,Ordinary HH,39.26535,38.72506214294474,02,60,Monthly,30,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,163,Urban,18,Ordinary HH,39.26535,38.72506214294474,01,0,,,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,163,Urban,19,Ordinary HH,39.26535,38.72506214294474,02,0,,,,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,163,Urban,20,Ordinary HH,39.26535,38.72506214294474,02,0,,,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,164,Urban,1,Ordinary HH,40.71322926829269,39.44372605395397,02,10,Daily,5,10,Weekly,10,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,164,Urban,2,Ordinary HH,40.71322926829269,39.44372605395397,01,15,Daily,5,,,,,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,164,Urban,4,Ordinary HH,208.6553,207.6961466178593,01,30,Monthly,10,30,Weekly,30,0,,,0,,,Yes,Electric heater/boiler,, ,No,,, 
Western Province,Rubavu,164,Urban,5,Ordinary HH,208.6553,207.6961466178593,01,,,,,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,164,Urban,6,Ordinary HH,208.6553,207.6961466178593,01,20,Monthly,5,,,,20,Weekly,0,0,,,Yes,Separate solid fuel stove,Biogas, ,No,,, 
Western Province,Rubavu,164,Urban,8,Ordinary HH,208.6553,207.6961466178593,01,10,Weekly,0,,,,,,,,,,Yes,Electric heater/boiler,, ,No,,, 
Western Province,Rubavu,164,Urban,9,Ordinary HH,208.6553,207.6961466178593,01,0,,,0,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,164,Urban,10,Ordinary HH,208.6553,207.6961466178593,01,20,Monthly,5,0,,,0,,,0,,,Yes,Electric kettle/coil,, ,No,,, 
Western Province,Rubavu,164,Urban,11,Ordinary HH,208.6553,207.6961466178593,02,60,Monthly,5,,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,164,Urban,12,Ordinary HH,208.6553,207.6961466178593,01,,,,,,,5,Weekly,45,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,164,Urban,13,Ordinary HH,208.6553,207.6961466178593,01,10,Monthly,5,,,,,Monthly,0,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,164,Urban,14,Ordinary HH,208.6553,207.6961466178593,02,10,Monthly,5,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,164,Urban,15,Ordinary HH,208.6553,207.6961466178593,01,0,,,,,,,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,164,Urban,16,Ordinary HH,208.6553,207.6961466178593,02,20,Daily,10,10,Monthly,20,20,Monthly,10,,,,No,,, ,No,,, 
Western Province,Rubavu,164,Urban,17,Ordinary HH,208.6553,207.6961466178593,02,30,Weekly,120,,,,120,Weekly,120,,,,No,,, ,No,,, 
Western Province,Rubavu,164,Urban,18,Ordinary HH,208.6553,207.6961466178593,02,10,Monthly,15,0,,,15,Monthly,15,,,,No,,, ,No,,, 
Western Province,Rubavu,164,Urban,19,Ordinary HH,208.6553,207.6961466178593,03,0,,,,,,10,Monthly,30,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,164,Urban,20,Ordinary HH,208.6553,207.6961466178593,02,15,Monthly,0,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,1,Ordinary HH,61.11853081761006,57.22756376311883,01,30,Bi-weekly,0,0,,,40,Daily,20,0,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,2,Ordinary HH,61.11853081761006,57.22756376311883,02,20,Weekly,60,0,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,3,Ordinary HH,303.6827,257.7778439384253,01,10,Daily,5,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,4,Ordinary HH,303.6827,257.7778439384253,02,30,Monthly,10,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,5,Ordinary HH,303.6827,257.7778439384253,03,0,,,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,6,Ordinary HH,303.6827,257.7778439384253,01,30,Monthly,45,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,7,Ordinary HH,303.6827,257.7778439384253,01,60,Daily,10,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,8,Ordinary HH,303.6827,257.7778439384253,02,0,,,0,,,0,,,0,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,165,Urban,9,Ordinary HH,303.6827,257.7778439384253,02,120,Daily,10,,,,10,Daily,0,0,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,10,Ordinary HH,303.6827,257.7778439384253,02,120,Monthly,5,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,11,Ordinary HH,303.6827,257.7778439384253,02,20,Monthly,10,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,12,Ordinary HH,303.6827,257.7778439384253,02,120,Daily,30,,,,30,Daily,15,,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,13,Ordinary HH,303.6827,257.7778439384253,02,20,Monthly,20,,,,20,Monthly,20,20,Monthly,20,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,14,Ordinary HH,303.6827,257.7778439384253,05,0,,,0,,,0,,,60,Bi-weekly,60,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,165,Urban,15,Ordinary HH,303.6827,257.7778439384253,02,10,Monthly,30,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,16,Ordinary HH,303.6827,257.7778439384253,01,30,Monthly,35,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,165,Urban,17,Ordinary HH,303.6827,257.7778439384253,02,0,,,,,,20,Monthly,0,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,165,Urban,18,Ordinary HH,303.6827,257.7778439384253,02,30,Monthly,30,0,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,1,Ordinary HH,356.2306,351.6299672349767,02,20,Daily,20,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,2,Ordinary HH,356.2306,351.6299672349767,02,10,Weekly,10,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,3,Ordinary HH,356.2306,351.6299672349767,02,20,Monthly,30,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,4,Ordinary HH,356.2306,351.6299672349767,01,30,Monthly,30,30,Monthly,30,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,5,Ordinary HH,55.82718358208955,57.62748200385254,01,10,Daily,10,,,,5,Daily,5,,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,6,Ordinary HH,356.2306,351.6299672349767,02,20,Monthly,20,,,,20,Monthly,20,20,Monthly,20,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,7,Ordinary HH,356.2306,351.6299672349767,02,30,Monthly,30,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,8,Ordinary HH,55.82718358208955,57.62748200385254,01,90,Daily,0,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,9,Ordinary HH,356.2306,351.6299672349767,01,120,Weekly,5,,,,0,,,0,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,166,Urban,10,Ordinary HH,55.82718358208955,57.62748200385254,02,10,Daily,10,10,Daily,10,30,Daily,80,,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,11,Ordinary HH,55.82718358208955,57.62748200385254,01,20,Daily,15,0,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,13,Ordinary HH,356.2306,351.6299672349767,02,0,,,10,Monthly,0,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,14,Ordinary HH,356.2306,351.6299672349767,02,20,Monthly,5,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,15,Ordinary HH,356.2306,351.6299672349767,01,30,Monthly,30,30,Monthly,30,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,16,Ordinary HH,356.2306,351.6299672349767,02,20,Monthly,5,,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,166,Urban,17,Ordinary HH,356.2306,351.6299672349767,02,15,Bi-weekly,5,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,166,Urban,18,Ordinary HH,356.2306,351.6299672349767,02,20,Monthly,10,,,,30,Weekly,0,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,166,Urban,21,Ordinary HH,356.2306,351.6299672349767,02,30,Monthly,10,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,1,Ordinary HH,1067.159950980392,1203.142770840896,01,60,Bi-weekly,15,,,,60,Bi-weekly,20,,,,No,,, ,No,,, 
Western Province,Rubavu,167,Rural,2,Ordinary HH,1067.159950980392,1203.142770840896,02,120,Daily,30,,,,120,Daily,30,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,3,Ordinary HH,1067.159950980392,1203.142770840896,01,420,Daily,15,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,4,Ordinary HH,1067.159950980392,1203.142770840896,02,180,Monthly,30,,,,120,Monthly,20,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,5,Ordinary HH,1067.159950980392,1203.142770840896,02,540,Monthly,10,0,,,540,Monthly,10,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,6,Ordinary HH,1067.159950980392,1203.142770840896,02,60,Weekly,90,120,Weekly,60,180,Weekly,0,0,,,No,,, ,No,,, 
Western Province,Rubavu,167,Rural,7,Ordinary HH,1067.159950980392,1203.142770840896,02,240,Weekly,5,240,Weekly,5,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,8,Ordinary HH,1067.159950980392,1203.142770840896,02,120,Daily,10,120,Daily,0,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,167,Rural,9,Ordinary HH,1067.159950980392,1203.142770840896,01,90,Daily,10,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,10,Ordinary HH,3110.009000000001,3130.192668384514,02,80,Monthly,25,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,11,Ordinary HH,1067.159950980392,1203.142770840896,02,60,Bi-weekly,15,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,13,Ordinary HH,1067.159950980392,1203.142770840896,02,90,Daily,35,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,14,Ordinary HH,1067.159950980392,1203.142770840896,02,45,Monthly,5,0,,,90,Monthly,0,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,15,Ordinary HH,1067.159950980392,1203.142770840896,02,60,Bi-weekly,10,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,16,Ordinary HH,1067.159950980392,1203.142770840896,02,300,Weekly,15,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,17,Ordinary HH,1067.159950980392,1203.142770840896,02,300,Monthly,10,0,,,300,Monthly,0,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,18,Ordinary HH,3110.009000000001,3130.192668384514,02,0,,,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,167,Rural,20,Ordinary HH,1067.159950980392,1203.142770840896,02,240,Weekly,30,0,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,1,Ordinary HH,384.5632000000001,360.7723738571787,02,15,Monthly,15,15,Monthly,0,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,3,Ordinary HH,384.5632000000001,360.7723738571787,02,30,Daily,5,30,Weekly,5,0,,,30,Weekly,0,No,,, ,No,,, 
Western Province,Rubavu,168,Urban,4,Ordinary HH,384.5632000000001,360.7723738571787,02,30,Monthly,5,,,,0,,,0,,,Yes,Electric kettle/coil,, ,No,,, 
Western Province,Rubavu,168,Urban,5,Ordinary HH,384.5632000000001,360.7723738571787,01,17,Monthly,17,,,,17,Monthly,17,17,Monthly,17,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,6,Ordinary HH,384.5632000000001,360.7723738571787,02,15,Monthly,60,0,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,168,Urban,7,Ordinary HH,728.8024441501103,692.7751880342262,01,180,Bi-weekly,60,,,,0,,,60,Bi-weekly,0,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,8,Ordinary HH,384.5632000000001,360.7723738571787,01,50,Daily,5,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,168,Urban,9,Ordinary HH,384.5632000000001,360.7723738571787,01,15,Monthly,15,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,10,Ordinary HH,384.5632000000001,360.7723738571787,01,,,,,,,5,Monthly,5,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,168,Urban,11,Ordinary HH,384.5632000000001,360.7723738571787,01,10,Daily,15,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,12,Ordinary HH,384.5632000000001,360.7723738571787,02,30,Monthly,60,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,168,Urban,13,Ordinary HH,384.5632000000001,360.7723738571787,02,10,Monthly,10,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,14,Ordinary HH,384.5632000000001,360.7723738571787,02,0,,,,,,0,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,168,Urban,15,Ordinary HH,384.5632000000001,360.7723738571787,02,20,Monthly,15,20,Monthly,0,15,Monthly,10,0,,,No,,, ,No,,, 
Western Province,Rubavu,168,Urban,16,Ordinary HH,384.5632000000001,360.7723738571787,02,15,Monthly,30,,,,0,,,0,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,168,Urban,17,Ordinary HH,384.5632000000001,360.7723738571787,02,90,Monthly,5,,,,,,,,,,Yes,LPG/cooking gas stove,, ,No,,, 
Western Province,Rubavu,168,Urban,20,Ordinary HH,384.5632000000001,360.7723738571787,02,30,Monthly,25,25,Monthly,25,25,Monthly,15,30,Monthly,15,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,168,Urban,21,Ordinary HH,384.5632000000001,360.7723738571787,02,0,,,15,Weekly,0,0,,,0,,,Yes,Electric heater/boiler,, ,No,,, 
Western Province,Rubavu,169,Urban,1,Ordinary HH,251.3073325714286,259.4782329671186,01,240,Weekly,10,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,2,Ordinary HH,251.3073325714286,259.4782329671186,01,120,Daily,10,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,3,Ordinary HH,251.3073325714286,259.4782329671186,01,,,,,,,30,Daily,25,,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,4,Ordinary HH,251.3073325714286,259.4782329671186,02,420,Weekly,5,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,5,Ordinary HH,251.3073325714286,259.4782329671186,01,,,,60,Daily,20,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,6,Ordinary HH,192.8894,193.0013316703931,03,15,Daily,20,0,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,7,Ordinary HH,251.3073325714286,259.4782329671186,02,60,Daily,30,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,8,Ordinary HH,192.8894,193.0013316703931,01,120,Daily,60,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,9,Ordinary HH,192.8894,193.0013316703931,01,180,Weekly,8,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,10,Ordinary HH,192.8894,193.0013316703931,02,120,Monthly,30,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,12,Ordinary HH,192.8894,193.0013316703931,02,180,Weekly,10,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,13,Ordinary HH,251.3073325714286,259.4782329671186,01,0,,,,,0,120,Weekly,0,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,14,Ordinary HH,251.3073325714286,259.4782329671186,02,120,Weekly,20,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,15,Ordinary HH,192.8894,193.0013316703931,01,360,Weekly,5,0,,,,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,17,Ordinary HH,251.3073325714286,259.4782329671186,01,120,Daily,5,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,169,Urban,18,Ordinary HH,192.8894,193.0013316703931,02,180,Daily,5,,,,,,,,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,19,Ordinary HH,251.3073325714286,259.4782329671186,02,300,Weekly,10,0,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,169,Urban,22,Ordinary HH,192.8894,193.0013316703931,03,180,Weekly,5,,,,0,,,0,,,No,,, ,No,,, 
Western Province,Rubavu,170,Rural,1,Ordinary HH,1375.08,1405.770428644325,02,120,Daily,20,0,,,120,Monthly,120,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,3,Ordinary HH,1065.687,1045.457184138935,01,30,Weekly,20,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,4,Ordinary HH,1375.08,1405.770428644325,02,60,Daily,70,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,5,Ordinary HH,1065.687,1045.457184138935,02,240,Daily,20,,,,240,Daily,0,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,6,Ordinary HH,1065.687,1045.457184138935,01,,,2,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,7,Ordinary HH,1065.687,1045.457184138935,01,180,Daily,60,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,8,Ordinary HH,1065.687,1045.457184138935,01,120,Daily,5,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,9,Ordinary HH,1065.687,1045.457184138935,02,120,Daily,120,0,,,120,Daily,120,0,,,No,,, ,No,,, 
Western Province,Rubavu,170,Rural,10,Ordinary HH,1375.08,1405.770428644325,02,0,,,300,Weekly,20,300,Weekly,20,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,11,Ordinary HH,1375.08,1405.770428644325,02,300,Monthly,5,,,,0,,,,,,No,,, ,No,,, 
Western Province,Rubavu,170,Rural,12,Ordinary HH,1375.08,1405.770428644325,02,180,Monthly,20,180,Monthly,20,60,Monthly,60,120,Monthly,20,No,,, ,No,,, 
Western Province,Rubavu,170,Rural,13,Ordinary HH,1375.08,1405.770428644325,02,0,,,90,Monthly,5,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,15,Ordinary HH,1065.687,1045.457184138935,02,60,Daily,20,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Western Province,Rubavu,170,Rural,16,Ordinary HH,1375.08,1405.770428644325,01,,,,,,,20,Bi-weekly,0,,,,No,,, ,No,,, 
